DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
16,1601,1,2024,29,9,2023,16,1601,67,41,1,4,320,320,5,4,23,97
13,1331,1,2024,13,12,2023,13,1324,52,52,4,9,320,320,4,2,23,97
21,2101,1,2024,17,11,2023,21,2101,999,999,9,9,320,320,9,9,23,97
1,0101,1,2024,20,6,2023,1,0115,999,999,9,9,724,320,9,9,23,97
17,1712,1,2024,4,10,2023,17,1712,27,25,4,4,320,320,4,4,23,97
20,2007,1,2024,24,8,2023,20,2007,32,25,4,5,320,320,9,2,23,97
20,2002,1,2024,13,12,2023,18,1805,51,47,4,4,320,320,4,3,23,97
11,1109,1,2024,19,12,2023,5,0501,67,47,4,4,320,320,4,2,23,97
22,2203,2,2024,8,9,2023,22,2203,37,32,4,4,320,320,5,4,23,97
5,0506,2,2024,8,11,2023,5,0506,50,34,4,9,320,720,4,1,23,97
1,0101,2,2024,10,10,2023,7,0713,38,39,1,1,320,320,4,2,23,97
9,0901,2,2024,10,11,2023,9,0909,38,26,4,4,320,320,9,4,23,97
16,1617,2,2024,7,7,2023,16,1615,39,32,4,4,320,320,4,3,23,97
13,1319,2,2024,27,9,2023,13,1309,31,28,1,1,320,320,4,3,23,97
11,1101,2,2024,22,8,2023,10,1018,39,35,4,9,320,320,4,3,23,97
1,0101,3,2024,5,12,2023,20,2002,69,50,4,9,320,320,5,4,23,97
6,0608,5,2024,18,8,2023,6,0608,33,30,9,4,320,320,4,4,23,97
9,0901,2,2023,1,2,2023,9,0901,36,32,4,4,320,320,9,4,24,97
1,0101,2,2023,1,2,2023,1,0101,999,999,9,9,320,320,9,9,24,97
9,0901,3,2023,21,3,2023,9,0901,38,32,4,4,320,320,5,5,24,97
11,1102,3,2023,22,2,2023,11,1102,38,38,4,9,320,320,6,3,24,97
1,0101,3,2023,10,1,2023,1,0101,51,999,4,9,320,320,5,9,24,97
1,0101,5,2023,4,5,2023,1,0101,44,42,9,9,320,340,9,1,24,97
1,0101,6,2023,5,6,2023,1,0101,65,43,4,4,320,320,5,6,24,97
1,0101,6,2023,26,5,2023,1,0101,999,999,9,9,320,320,9,1,24,97
1,0101,6,2023,5,6,2023,1,0111,46,32,4,4,320,320,5,4,24,97
1,0101,7,2023,25,5,2023,1,0101,34,31,4,9,320,320,5,3,24,97
9,0901,7,2023,18,4,2023,9,0901,43,41,4,4,320,320,9,5,24,97
1,0101,7,2023,8,6,2023,1,0101,46,45,9,4,276,320,5,5,24,97
1,0101,7,2023,19,6,2023,1,0101,37,32,4,4,320,320,5,3,24,97
20,2001,8,2023,12,7,2023,20,2001,28,26,4,4,320,320,5,5,24,97
17,1701,8,2023,28,7,2023,17,1703,45,29,4,4,320,320,5,4,24,97
1,0117,8,2023,24,7,2023,1,0115,49,43,4,9,320,188,5,1,24,97
1,0101,9,2023,14,9,2023,1,0106,43,26,4,4,320,320,5,3,24,97
1,0101,9,2023,7,9,2023,1,0101,33,30,4,4,320,320,5,5,24,97
1,0101,9,2023,4,9,2023,1,0108,33,30,4,4,320,320,5,5,24,97
1,0101,9,2023,18,8,2023,1,0101,46,36,4,4,320,320,5,4,24,97
14,1401,9,2023,19,7,2023,14,1401,33,24,4,1,320,320,5,4,24,97
13,1301,10,2023,22,8,2023,13,1301,27,23,9,4,320,320,9,3,24,97
1,0101,11,2023,10,10,2023,1,0101,44,42,4,4,320,320,5,4,24,97
1,0115,11,2023,20,9,2023,1,0101,60,56,4,4,320,320,5,4,24,97
1,0101,11,2023,16,10,2023,1,0101,40,42,4,4,320,320,5,5,24,97
10,1002,11,2023,18,9,2023,10,1002,33,29,4,4,320,320,5,4,24,97
1,0115,12,2023,9,11,2023,1,0115,40,40,4,4,320,320,9,4,24,97
1,0101,12,2023,28,11,2023,1,0101,63,61,4,4,320,320,5,4,24,97
1,0101,1,2024,19,9,2023,1,0108,53,52,4,4,320,320,5,4,24,97
18,1801,4,2024,19,12,2023,18,1801,40,31,4,4,320,320,5,4,24,97
4,0401,4,2023,15,3,2023,3,0301,37,39,4,4,320,320,5,5,25,97
1,0101,4,2023,3,3,2023,1,0104,31,29,4,4,320,320,9,6,25,97
6,0601,4,2023,23,2,2023,6,0602,37,37,4,4,320,320,5,5,25,97
1,0101,4,2023,17,3,2023,1,0101,52,55,1,1,320,320,5,3,25,97
1,0101,4,2023,13,3,2023,1,0101,999,999,9,9,320,320,9,9,25,97
1,0101,5,2023,26,4,2023,1,0101,31,30,4,4,320,320,4,4,25,97
1,0101,6,2023,18,5,2023,1,0101,999,999,9,9,320,320,9,9,25,97
1,0101,6,2023,25,5,2023,1,0108,50,999,4,9,320,320,9,9,25,97
17,1701,9,2023,17,8,2023,17,1703,39,39,4,4,320,320,9,5,25,97
1,0105,9,2023,23,8,2023,2,0208,37,30,4,4,320,320,5,4,25,97
1,0101,10,2023,14,9,2023,1,0101,40,33,4,4,320,320,4,4,25,97
1,0101,11,2023,27,9,2023,1,0101,38,31,4,4,320,320,5,4,25,97
1,0101,12,2023,10,10,2023,1,0115,34,28,5,4,320,320,4,5,25,97
1,0101,3,2024,28,12,2023,1,0101,44,43,4,4,320,320,9,5,25,97
3,0301,1,2023,24,1,2023,3,0308,30,29,4,4,320,320,5,4,26,97
13,1301,1,2023,19,1,2023,13,1301,34,38,4,4,320,320,5,4,26,97
1,0101,1,2023,6,1,2023,3,0308,37,31,4,4,320,320,9,4,26,97
1,0101,2,2023,30,1,2023,3,0301,39,42,9,9,320,320,5,5,26,97
12,1202,2,2023,5,1,2023,12,1201,36,27,4,4,320,320,9,5,26,97
1,0101,2,2023,1,2,2023,1,0101,40,38,4,4,320,320,5,4,26,97
1,0101,2,2023,20,1,2023,1,0101,55,55,4,4,320,320,9,4,26,97
9,0903,3,2023,13,2,2023,9,0901,42,36,4,4,320,320,5,5,26,97
10,1001,3,2023,25,1,2023,17,1701,65,28,4,4,320,320,5,4,26,97
7,0710,4,2023,1,2,2023,1,0101,24,28,4,4,320,320,3,4,26,97
10,1001,4,2023,7,2,2023,12,1217,68,41,4,4,320,320,5,2,26,97
9,0901,4,2023,12,4,2023,1,0101,38,24,4,4,320,320,6,3,26,97
9,0901,4,2023,3,4,2023,9,0901,40,39,4,4,320,320,5,5,26,97
1,0101,4,2023,6,3,2023,1,0101,30,30,4,4,320,320,4,4,26,97
9,0922,4,2023,17,3,2023,9,0922,42,45,4,4,320,320,5,2,26,97
9,0901,5,2023,25,5,2023,9,0901,47,31,1,4,320,320,2,2,26,97
10,1001,7,2023,20,7,2023,1,0101,999,999,9,9,320,320,9,9,26,97
1,0101,7,2023,30,6,2023,1,0101,40,35,4,4,320,320,5,4,26,97
9,0901,7,2023,22,6,2023,9,0901,36,28,4,4,320,320,3,4,26,97
12,1201,7,2023,24,3,2023,12,1202,43,37,4,4,320,320,5,5,26,97
17,1703,8,2023,7,8,2023,17,1701,36,30,4,4,320,320,5,3,26,97
1,0101,9,2023,7,9,2023,1,0101,999,999,9,9,320,320,9,9,26,97
17,1701,9,2023,22,8,2023,17,1701,39,32,9,9,320,320,9,1,26,97
11,1101,9,2023,18,9,2023,11,1101,37,37,9,9,320,320,1,1,26,97
9,0901,10,2023,25,10,2023,9,0916,32,28,4,4,320,320,6,5,26,97
9,0901,10,2023,19,10,2023,13,1328,31,24,4,4,320,320,5,5,26,97
11,1101,10,2023,15,5,2023,11,1101,31,26,4,4,320,320,5,4,26,97
1,0101,11,2023,13,9,2023,1,0106,40,31,4,4,320,320,5,4,26,97
1,0101,11,2023,7,9,2023,1,0115,73,33,4,4,320,320,2,2,26,97
1,0101,12,2023,16,11,2023,1,0101,999,999,9,9,320,320,9,9,26,97
1,0101,12,2023,13,12,2023,1,0101,45,46,4,9,320,320,9,1,26,97
1,0101,12,2023,16,11,2023,1,0101,43,45,4,4,320,320,5,5,26,97
1,0101,12,2023,31,8,2023,8,0805,60,56,1,4,320,320,5,1,26,97
9,0901,12,2023,28,6,2023,9,0913,37,30,9,9,320,320,2,2,26,97
1,0101,1,2024,23,11,2023,1,0108,58,55,4,4,320,320,5,5,26,97
14,1401,2,2024,28,12,2023,14,1412,58,62,4,4,320,320,9,4,26,97
9,0920,3,2024,28,11,2023,1,0101,33,24,4,4,320,320,5,4,26,97
13,1311,4,2024,15,6,2023,13,1312,33,30,4,4,320,320,9,4,26,97
1,0101,5,2024,22,8,2023,1,0101,35,35,4,4,320,320,9,4,26,97
1,0101,6,2024,4,5,2023,1,0103,35,32,4,4,320,320,5,4,26,97
12,1222,2,2023,9,1,2023,12,1212,32,33,4,4,320,320,4,5,31,12
13,1301,9,2023,26,6,2023,13,1301,32,29,4,4,320,320,4,6,35,12
1,0101,11,2023,18,10,2023,1,0101,50,49,1,9,320,320,5,5,35,12
10,1001,2,2023,2,2,2023,9,0902,41,37,9,9,320,320,9,9,31,23
10,1012,2,2023,16,2,2023,9,0920,999,999,9,9,320,320,9,9,31,23
21,2101,3,2023,21,2,2023,21,2106,999,999,9,9,320,320,9,9,31,23
17,1712,4,2023,7,2,2023,17,1708,24,22,4,4,320,320,4,4,31,23
1,0101,4,2023,29,3,2023,8,0801,29,26,1,1,320,320,4,4,31,23
10,1001,4,2023,27,3,2023,10,1001,49,43,4,4,320,320,4,4,31,23
9,0901,5,2023,3,4,2023,9,0901,45,51,4,4,320,320,4,5,31,23
1,0101,5,2023,5,5,2023,1,0108,37,35,4,4,320,320,5,5,31,26
10,1018,5,2023,24,5,2023,10,1018,30,30,4,4,320,320,4,5,31,23
1,0115,5,2023,25,4,2023,4,0401,34,35,4,1,320,320,5,4,31,23
12,1216,5,2023,17,4,2023,12,1216,37,30,4,4,320,320,4,4,31,23
9,0920,5,2023,18,5,2023,2,0204,29,30,1,4,320,320,4,4,31,23
1,0101,6,2023,8,6,2023,3,0307,48,39,4,4,320,320,4,4,31,23
1,0101,6,2023,18,5,2023,1,0101,34,34,4,4,320,320,4,5,31,24
10,1001,6,2023,19,4,2023,10,1001,33,34,4,4,320,320,4,5,31,22
1,0101,6,2023,26,5,2023,6,0602,31,29,4,4,320,320,4,5,31,23
3,0304,6,2023,12,5,2023,10,1015,31,31,9,2,320,320,4,5,31,26
10,1001,7,2023,8,6,2023,10,1013,31,30,4,4,320,320,4,4,31,23
17,1704,7,2023,5,6,2023,17,1702,40,35,4,4,320,320,4,4,31,23
20,2007,7,2023,13,4,2023,20,2009,40,40,4,4,320,320,9,5,31,23
1,0101,8,2023,23,8,2023,1,0114,35,39,4,4,320,320,4,5,31,26
22,2202,8,2023,13,7,2023,22,2202,32,31,4,4,320,320,4,5,31,23
4,0401,8,2023,22,6,2023,4,0401,47,35,9,4,320,320,9,4,31,23
1,0101,8,2023,9,8,2023,1,0101,46,46,4,4,320,320,5,5,31,23
1,0101,9,2023,6,9,2023,1,0101,999,999,9,9,320,320,9,9,31,26
20,2011,9,2023,4,9,2023,20,2009,31,37,4,4,320,320,4,5,31,26
17,1701,9,2023,23,8,2023,17,1703,34,34,4,4,320,320,4,5,31,23
10,1002,10,2023,24,10,2023,10,1002,35,33,4,4,320,320,4,5,31,22
1,0101,10,2023,12,9,2023,1,0101,999,999,9,9,320,320,9,9,31,23
14,1401,10,2023,4,8,2023,14,1412,35,28,4,4,320,320,4,5,31,23
1,0115,11,2023,23,10,2023,5,0511,32,31,4,4,320,320,4,4,31,23
22,2205,11,2023,26,9,2023,22,2205,41,38,4,4,320,320,4,4,31,23
9,0901,12,2023,26,9,2023,9,0901,43,41,4,4,320,320,4,5,31,26
1,0101,12,2023,3,10,2023,1,0108,34,33,4,4,320,320,4,9,31,26
12,1230,12,2023,24,10,2023,12,1216,37,38,4,4,320,320,4,5,31,23
14,1401,1,2024,5,9,2023,14,1418,46,34,1,4,320,320,4,5,31,23
14,1415,1,2024,6,3,2023,14,1415,30,31,1,4,320,320,4,4,31,23
10,1003,1,2024,30,10,2023,10,1001,31,30,4,4,320,320,4,4,31,23
10,1012,1,2024,26,12,2023,10,1021,29,37,4,4,320,320,4,4,31,23
12,1221,1,2024,15,12,2023,12,1212,30,27,4,4,320,320,4,4,31,23
1,0101,2,2024,1,8,2023,1,0101,48,46,4,4,320,320,5,6,31,21
5,0506,2,2024,6,10,2023,5,0506,54,56,4,4,320,320,4,4,31,23
12,1216,2,2024,26,10,2023,12,1216,28,27,4,4,320,320,4,5,31,23
13,1314,2,2024,9,10,2023,13,1314,42,33,1,1,320,320,4,5,31,23
16,1601,2,2024,31,8,2023,16,1604,33,31,4,4,320,320,4,4,31,23
12,1217,2,2024,11,1,2023,12,1217,39,36,4,4,320,320,4,5,31,23
6,0601,2,2024,27,12,2023,6,0611,70,60,9,9,320,320,4,4,31,23
16,1609,3,2024,2,3,2023,16,1609,35,34,4,4,320,320,5,5,31,23
6,0601,3,2024,14,12,2023,6,0606,37,30,4,4,320,320,4,5,31,23
12,1230,3,2024,30,10,2023,12,1218,36,37,4,4,320,320,4,5,31,23
9,0920,3,2023,14,2,2023,6,0601,40,38,4,4,320,320,4,5,32,21
10,1003,6,2023,17,3,2023,10,1003,64,41,4,4,320,320,4,4,32,23
22,2203,6,2023,12,6,2023,22,2203,34,35,4,4,320,320,4,5,32,23
1,0101,7,2023,20,6,2023,1,0101,36,32,4,9,320,320,5,4,32,23
1,0101,12,2023,21,11,2023,1,0115,43,37,4,4,320,320,4,5,32,23
19,1901,12,2023,29,11,2023,19,1907,29,29,4,4,320,320,3,4,32,23
1,0101,2,2023,16,1,2023,1,0117,32,34,4,4,320,320,4,4,33,23
1,0101,2,2023,23,1,2023,1,0101,34,33,4,4,320,320,5,9,33,24
18,1801,3,2023,26,1,2023,18,1801,42,42,4,4,320,320,4,4,33,23
22,2201,3,2023,9,3,2023,22,2201,42,28,4,4,320,320,4,4,33,23
1,0101,4,2023,8,3,2023,1,0101,39,34,9,9,840,170,4,9,33,24
5,0501,4,2023,20,1,2023,5,0501,45,34,4,5,320,320,4,4,33,23
22,2213,4,2023,16,2,2023,22,2213,30,31,4,4,320,320,4,5,33,23
5,0501,6,2023,7,2,2023,5,0501,58,65,4,4,320,320,4,5,33,23
18,1801,6,2023,8,6,2023,18,1801,31,34,4,4,320,320,4,5,33,26
6,0610,6,2023,30,5,2023,22,2201,30,28,4,4,320,320,4,5,33,23
2,0201,7,2023,19,7,2023,17,1712,37,31,4,4,320,320,4,4,33,23
9,0922,8,2023,21,7,2023,1,0101,31,27,9,4,484,320,9,4,33,23
12,1213,8,2023,13,7,2023,12,1214,34,32,4,4,320,320,4,5,33,23
10,1001,8,2023,27,7,2023,10,1001,44,35,9,9,320,320,4,4,33,23
1,0101,8,2023,11,7,2023,1,0101,27,29,4,4,320,320,4,9,33,24
18,1801,9,2023,18,9,2023,18,1804,29,27,4,4,320,320,4,5,33,24
9,0911,9,2023,17,8,2023,9,0903,39,46,9,4,320,320,4,5,33,23
19,1908,9,2023,11,7,2023,19,1901,41,38,4,4,320,320,4,4,33,23
16,1610,9,2023,17,2,2023,16,1610,34,35,4,1,320,320,5,5,33,23
22,2205,10,2023,22,9,2023,22,2205,34,33,4,4,320,320,4,4,33,23
9,0901,10,2023,5,7,2023,9,0901,32,27,4,4,320,320,4,5,33,23
5,0506,11,2023,24,8,2023,5,0506,41,38,9,4,320,320,9,4,33,23
1,0101,11,2023,15,11,2023,1,0101,39,41,4,4,320,320,4,5,33,26
1,0101,11,2023,2,11,2023,1,0101,71,56,4,4,320,320,5,4,33,23
17,1703,11,2023,29,9,2023,17,1703,31,30,4,4,320,320,4,4,33,23
1,0101,12,2023,18,8,2023,1,0115,47,46,4,4,320,320,4,6,33,22
2,0201,12,2023,14,12,2023,1,0101,59,41,4,4,320,320,4,5,33,22
18,1801,12,2023,11,5,2023,18,1801,30,33,4,4,320,320,5,5,33,26
1,0101,1,2024,21,2,2023,16,1610,25,25,4,9,320,192,4,5,33,22
10,1001,1,2024,16,8,2023,10,1001,42,39,9,4,320,320,9,4,33,23
15,1502,1,2024,21,12,2023,15,1502,27,28,1,1,320,320,4,4,33,23
1,0101,2,2024,8,9,2023,1,0101,41,33,4,4,320,320,4,4,33,23
15,1503,5,2024,6,6,2023,15,1503,38,43,1,1,320,320,4,4,33,23
18,1801,5,2024,24,8,2023,18,1804,28,25,4,4,320,320,4,4,33,23
1,0101,1,2023,10,1,2023,10,1001,44,43,9,9,320,320,9,9,34,22
21,2107,2,2023,2,2,2023,21,2107,33,28,9,4,214,320,9,5,34,24
1,0114,2,2023,18,1,2023,1,0114,30,33,4,4,320,320,4,4,34,23
9,0901,3,2023,3,3,2023,9,0923,26,26,4,4,320,320,4,4,34,23
12,1220,3,2023,3,3,2023,12,1220,21,23,4,4,320,320,9,9,34,26
1,0101,3,2023,14,2,2023,1,0102,35,43,4,4,320,320,9,9,34,21
1,0101,3,2023,28,2,2023,5,0510,34,35,4,4,320,320,4,4,34,23
21,2101,4,2023,4,1,2023,21,2104,36,32,4,4,320,320,4,4,34,23
1,0101,4,2023,6,3,2023,1,0115,999,47,9,9,320,320,9,5,34,26
1,0101,5,2023,20,3,2023,1,0101,999,999,9,9,320,320,9,9,34,23
18,1801,5,2023,22,3,2023,18,1803,33,27,4,4,320,320,9,4,34,23
15,1502,5,2023,17,4,2023,15,1502,45,43,9,9,320,320,4,4,34,23
1,0101,5,2023,5,5,2023,1,0101,999,999,9,9,320,320,9,9,34,22
1,0101,6,2023,28,3,2023,1,0101,32,31,4,9,320,320,4,4,34,23
9,0922,6,2023,14,4,2023,9,0920,50,48,4,4,320,320,4,4,34,23
5,0502,7,2023,19,7,2023,5,0501,999,999,9,9,320,320,9,9,34,23
20,2001,8,2023,28,2,2023,20,2004,26,34,9,4,840,320,9,4,34,23
14,1401,9,2023,28,7,2023,14,1401,33,29,1,1,320,320,4,4,34,23
19,1906,9,2023,2,8,2023,19,1906,37,35,4,4,320,320,4,5,34,23
1,0114,10,2023,2,10,2023,1,0114,65,62,4,4,320,320,4,4,34,23
4,0401,10,2023,30,8,2023,4,0413,32,27,4,4,320,320,4,4,34,23
1,0101,11,2023,6,11,2023,1,0101,35,38,4,4,320,320,4,5,34,26
18,1801,11,2023,26,9,2023,18,1804,28,25,4,4,320,320,4,4,34,23
14,1402,12,2023,25,10,2023,14,1401,33,29,4,4,320,320,4,4,34,23
1,0101,12,2023,24,11,2023,1,0102,49,38,5,4,320,320,4,5,34,26
17,1712,12,2023,18,10,2023,17,1708,32,37,4,4,320,320,4,4,34,23
1,0101,1,2024,19,10,2023,1,0102,40,37,4,4,320,320,5,5,34,21
17,1705,1,2024,27,11,2023,17,1705,30,30,4,4,320,320,4,4,34,23
10,1012,3,2024,10,5,2023,10,1012,23,42,5,9,320,840,4,9,34,22
19,1910,4,2024,7,12,2023,19,1910,39,37,4,4,320,320,4,4,34,23
20,2009,6,2024,3,5,2023,20,2001,33,32,4,4,320,320,4,4,34,23
9,0901,1,2023,12,1,2023,8,0802,38,28,4,4,320,320,4,4,35,23
13,1301,2,2023,24,1,2023,13,1301,38,36,4,4,320,320,4,4,35,23
15,1501,3,2023,14,2,2023,15,1504,33,32,4,1,320,320,4,4,35,23
1,0101,3,2023,21,2,2023,1,0101,29,33,4,4,320,320,4,4,35,23
1,0101,4,2023,22,2,2023,1,0101,36,33,4,4,320,320,9,5,35,24
4,0415,4,2023,7,3,2023,4,0415,34,35,4,4,320,320,5,4,35,23
1,0115,4,2023,23,1,2023,1,0115,34,34,4,4,320,320,4,4,35,23
4,0415,5,2023,7,2,2023,4,0409,26,26,1,1,320,320,4,5,35,22
2,0201,5,2023,9,5,2023,1,0101,41,47,9,4,484,320,5,5,35,26
1,0101,5,2023,25,4,2023,1,0101,34,33,4,4,320,320,5,6,35,26
14,1401,5,2023,20,3,2023,14,1401,29,31,4,4,320,320,4,4,35,23
1,0101,6,2023,31,3,2023,1,0101,49,36,4,4,320,320,4,5,35,26
18,1801,6,2023,23,2,2023,18,1803,32,48,4,4,320,320,4,4,35,23
1,0111,6,2023,15,5,2023,1,0101,999,999,9,9,320,320,9,9,35,22
7,0701,6,2023,25,5,2023,7,0701,30,28,4,4,320,320,4,4,35,23
12,1201,7,2023,27,6,2023,12,1210,29,28,4,4,320,320,4,4,35,23
1,0115,7,2023,10,4,2023,5,0502,27,32,4,4,320,320,4,4,35,23
1,0101,7,2023,23,6,2023,1,0101,32,29,4,4,320,320,9,9,35,23
9,0901,8,2023,22,8,2023,9,0901,30,29,4,4,320,320,4,9,35,22
1,0109,8,2023,17,7,2023,1,0110,999,999,9,9,320,320,9,9,35,23
10,1020,8,2023,15,8,2023,10,1020,34,34,4,4,320,320,4,5,35,23
1,0114,8,2023,22,6,2023,1,0114,25,30,4,4,320,320,4,4,35,23
22,2204,8,2023,14,7,2023,22,2204,39,34,4,4,320,320,4,4,35,23
1,0101,9,2023,13,9,2023,1,0101,38,33,4,4,320,320,5,5,35,26
7,0701,9,2023,20,6,2023,7,0707,28,26,1,4,320,320,9,4,35,23
1,0102,9,2023,17,8,2023,1,0101,40,54,4,4,320,320,4,5,35,22
8,0801,9,2023,18,7,2023,8,0801,25,34,4,1,320,320,9,5,35,23
1,0101,9,2023,5,9,2023,1,0101,40,40,4,4,320,320,5,5,35,26
4,0401,9,2023,17,8,2023,4,0401,48,47,9,1,724,320,9,5,35,26
4,0407,9,2023,25,8,2023,4,0407,27,29,1,1,320,320,9,4,35,23
13,1301,10,2023,14,8,2023,13,1301,41,40,4,4,320,320,4,5,35,26
1,0101,10,2023,26,9,2023,1,0101,40,40,9,4,484,320,5,5,35,26
1,0115,10,2023,23,8,2023,1,0115,39,35,9,9,320,320,9,9,35,23
5,0508,10,2023,28,8,2023,5,0510,31,29,4,4,320,320,4,4,35,23
12,1222,10,2023,3,8,2023,12,1222,33,34,1,4,320,320,4,4,35,23
5,0502,11,2023,9,10,2023,5,0501,38,35,4,4,320,320,4,5,35,23
1,0102,11,2023,16,10,2023,1,0101,33,36,4,4,320,320,4,5,35,26
5,0501,11,2023,30,3,2023,5,0501,37,38,4,4,320,320,4,4,35,23
1,0101,12,2023,8,11,2023,1,0101,39,39,4,4,320,320,4,5,35,22
1,0101,12,2023,2,10,2023,1,0101,39,34,4,4,320,320,5,5,35,26
10,1001,12,2023,12,10,2023,10,1001,31,25,4,9,320,320,4,4,35,23
1,0101,1,2024,16,11,2023,1,0108,26,29,4,4,320,320,4,4,35,23
19,1907,2,2024,28,8,2023,19,1907,32,30,4,4,320,320,4,4,35,23
1,0101,3,2024,11,9,2023,1,0101,34,32,4,4,320,320,4,5,35,23
1,0110,3,2024,23,2,2023,1,0110,39,38,1,9,320,320,9,9,35,23
11,1101,2,2023,25,1,2023,11,1103,32,24,4,4,320,320,4,4,31,33
1,0101,2,2023,13,2,2023,12,1201,29,28,4,4,320,320,4,4,31,35
4,0401,2,2023,26,1,2023,4,0406,26,25,4,4,320,320,4,4,31,35
15,1501,3,2023,10,2,2023,15,1501,32,32,4,4,320,320,4,4,31,35
1,0101,4,2023,7,3,2023,3,0306,43,45,4,4,320,320,4,4,31,35
1,0101,6,2023,5,5,2023,1,0101,36,37,4,4,320,320,4,4,31,34
1,0101,7,2023,26,5,2023,6,0611,35,35,4,4,320,320,4,4,31,32
11,1102,7,2023,9,6,2023,13,1307,33,32,4,4,320,320,4,4,31,31
9,0901,7,2023,29,6,2023,8,0801,28,29,4,1,320,320,4,4,31,35
10,1008,7,2023,28,6,2023,10,1008,27,24,4,1,320,320,9,4,31,34
1,0101,8,2023,27,7,2023,1,0101,45,31,4,4,320,320,4,4,31,31
1,0101,8,2023,27,7,2023,1,0108,999,999,9,9,320,320,9,9,31,31
13,1301,9,2023,12,9,2023,13,1311,31,31,4,4,320,320,4,5,31,31
9,0901,9,2023,31,8,2023,12,1229,36,33,4,4,320,320,4,4,31,32
18,1801,9,2023,20,9,2023,18,1801,44,41,4,4,320,320,4,4,31,34
10,1008,10,2023,28,8,2023,10,1008,39,26,4,1,320,320,4,4,31,34
1,0101,10,2023,8,9,2023,1,0101,30,31,4,4,320,320,4,4,31,33
22,2201,11,2023,22,9,2023,22,2201,34,35,4,4,320,320,4,4,31,33
18,1801,1,2024,21,12,2023,18,1801,34,36,4,4,320,320,5,4,31,33
15,1503,2,2024,21,11,2023,15,1503,30,28,1,1,320,320,3,4,31,34
17,1711,4,2024,4,9,2023,17,1701,53,35,4,4,320,320,5,5,31,33
1,0101,4,2024,24,4,2023,1,0103,28,28,4,4,320,320,4,4,31,35
20,2005,4,2024,14,3,2023,20,2007,27,25,4,4,320,320,4,4,31,34
1,0101,6,2023,6,6,2023,1,0101,32,35,4,4,320,320,4,9,32,32
9,0901,6,2023,28,6,2023,9,0909,28,25,4,4,320,320,9,4,32,33
1,0101,9,2023,1,9,2023,1,0101,39,34,4,4,320,320,4,4,32,32
1,0101,11,2023,30,10,2023,1,0101,37,40,4,4,320,320,4,5,32,32
17,1703,11,2023,18,10,2023,17,1703,24,27,4,4,320,320,4,3,32,32
9,0922,1,2024,12,12,2023,9,0920,27,28,5,4,320,320,4,4,32,32
19,1902,2,2023,10,1,2023,20,2001,32,29,9,4,320,320,9,4,33,33
22,2205,3,2023,6,2,2023,22,2205,33,27,4,4,320,320,4,5,33,34
1,0111,3,2023,28,2,2023,1,0110,30,28,4,9,320,840,4,4,33,34
12,1213,4,2023,24,3,2023,12,1218,29,29,4,4,320,320,4,4,33,33
1,0101,4,2023,31,3,2023,1,0101,33,28,4,4,320,320,4,4,33,35
9,0920,5,2023,22,3,2023,12,1230,35,30,4,4,320,320,4,4,33,32
21,2101,5,2023,17,3,2023,21,2101,42,35,4,4,320,320,4,4,33,34
5,0513,7,2023,5,7,2023,5,0513,23,19,4,4,320,320,4,9,33,34
1,0101,7,2023,19,6,2023,5,0511,999,999,9,9,320,320,9,9,33,33
12,1215,8,2023,20,6,2023,2,0202,24,25,4,4,320,320,4,4,33,35
9,0911,9,2023,24,8,2023,11,1101,34,34,4,4,320,320,4,4,33,32
10,1011,10,2023,6,10,2023,10,1003,24,20,9,4,320,320,4,9,33,35
9,0922,11,2023,6,9,2023,1,0101,33,26,9,4,320,320,4,4,33,33
11,1101,11,2023,7,9,2023,11,1101,34,26,4,4,320,320,4,4,33,35
5,0509,11,2023,20,11,2023,5,0509,30,28,4,4,320,320,4,4,33,34
12,1201,1,2024,19,12,2023,12,1210,30,26,4,4,320,320,4,4,33,33
1,0115,1,2024,19,12,2023,1,0101,30,25,4,4,320,320,4,4,33,35
22,2205,1,2023,9,1,2023,22,2205,26,24,4,9,320,720,4,4,34,35
1,0101,2,2023,24,1,2023,22,2216,24,21,4,4,320,320,4,9,34,34
1,0101,2,2023,13,1,2023,1,0116,38,35,4,4,320,320,4,4,34,34
2,0201,2,2023,19,1,2023,2,0201,25,24,4,4,320,320,4,4,34,33
1,0101,2,2023,10,2,2023,1,0101,55,33,4,4,320,320,4,4,34,34
22,2202,3,2023,13,3,2023,22,2202,37,29,4,9,320,320,4,3,34,32
11,1105,3,2023,2,3,2023,9,0913,36,39,4,9,320,320,9,5,34,34
1,0101,3,2023,28,2,2023,1,0101,26,26,4,4,320,320,4,4,34,35
11,1105,3,2023,25,1,2023,11,1101,31,34,4,4,320,320,9,9,34,34
12,1222,3,2023,13,3,2023,9,0901,32,38,4,4,320,320,4,4,34,34
1,0101,4,2023,20,2,2023,1,0101,29,26,4,4,320,320,9,4,34,33
5,0511,4,2023,12,4,2023,5,0511,26,25,4,4,320,320,4,4,34,35
1,0101,4,2023,13,3,2023,22,2205,999,29,9,4,320,320,9,4,34,34
1,0101,4,2023,29,3,2023,1,0101,25,28,4,4,320,320,5,4,34,35
